סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
"1,263",כפר ורדים,625,19.67,297,115,9.36,39.46,181.57,113.44,123.35,108,..                                                ,906,2.76,57,82,100,14,22,53,38.70,6.20,2.10,602,449,147,6,"1,182",665,478,39
507,כפר יאסיף,"1,608",25.68,789,390,12.67,36.42,150.63,113.32,129.72,114.50,-                                                 ,982,17.01,432,252,425,57,48,79.80,7.50,1.20,11.40,"1,361",985,362,14,"2,767","1,520","1,173",74
168,כפר יונה,"3,428",23.02,"1,555",648,10.71,39.48,193.62,123.92,115.45,88,..                                                ,"2,357",8.95,276,333,567,75,75,51.30,31.30,9.40,8,"2,752","1,631","1,058",63,"6,292","2,541","3,398",353
508,כפר כמא,333,15.74,148,70,7.05,37.10,167.83,120.86,112.54,78,-                                                 ,410,13.66,34,123,129,18,21,96.60,2.30,1,0.10,449,344,103,..                                                ,838,499,329,10
509,כפר כנא,"2,973",23.06,"1,568","1,030",12.39,35.89,145.91,114.45,145.34,140,-                                                 ,"1,157",37.77,"1,242",488,758,106,69,75.70,4.60,18.10,1.60,"3,440","1,950","1,322",168,"8,263","2,949","4,436",878
510,כפר מנדא,"2,573",22.91,"1,380",958,12.54,35.71,152.05,116.24,148.72,143,-                                                 ,952,32.25,"1,507",366,666,84,52,76.70,7.20,10.70,5.30,"3,290","1,966","1,200",124,"7,660","2,995","4,003",662
"6,900",כפר סבא,"12,110",22.11,"5,485","2,330",9.97,40.76,202.33,126.07,115.34,88,..                                                ,"18,772",8.80,705,"3,108","2,729",427,343,55.80,34.10,7.80,2.30,"12,377","8,390","3,817",170,"25,987","12,947","12,090",950
634,כפר קאסם,"2,608",19.63,"1,204",652,9.20,36.11,154.48,112.42,122.72,98,-                                                 ,"1,064",24.53,400,487,846,105,90,86.80,0.40,5.60,7.10,"3,664","2,203","1,275",186,"8,545","3,309","4,214","1,022"
654,כפר קרע,"2,255",19.84,"1,040",507,9.27,35.98,164.04,116.48,120.95,93,-                                                 ,"1,137",16.01,494,562,607,82,65,63.80,7.50,20.30,8.40,"2,640","1,616",941,83,"5,998","2,463","3,098",437
267,כפר שמריהו,124,12.09,62,28,6.09,39.15,220.36,118.23,131.57,113.50,-                                                 ,399,0.75,..                                                ,38,15,5,6,24,69.40,4.40,2.20,207,161,45,..                                                ,392,240,143,9
47,כפר תבור,533,21.77,243,110,9.99,38.86,189.99,115.38,116.31,93,-                                                 ,522,2.11,25,43,80,20,13,78.70,13.30,7,1,347,207,130,10,782,314,414,54
"1,139",כרמיאל,"5,945",22.70,"2,587","1,071",9.78,41.14,175.94,126.20,108.90,81,..                                                ,"9,042",32.25,"1,579","2,396","1,676",204,200,52.80,33.90,7.10,6.10,"6,306","4,629","1,477",200,"12,735","6,808","4,732","1,195"
"1,271",להבים,566,14.72,252,101,6.61,36.84,181.86,106.68,116.70,88,-                                                 ,893,1.34,20,76,98,20,38,68.70,26,2.10,3.10,665,456,201,8,"1,348",664,638,46
"7,000",לוד,"10,599",25.09,"4,919","2,323",11.84,40.03,185.66,128.75,119.73,89,..                                                ,"9,791",30.83,"3,539","3,512","2,854",356,349,61,21,7.80,10.20,"11,370","6,858","3,451","1,061","27,626","10,067","11,518","6,041"
52,לוזית,"1,438",22.44,674,271,10.61,37.76,178.27,118.69,120.31,98.50,..                                                ,"1,069",3.84,217,123,273,47,47,66.80,17.90,7.10,8.30,"1,348",882,437,29,"2,914","1,336","1,414",164
"1,060",לקיה,971,15.32,494,336,8.00,33.94,158.53,114.48,140.02,130,-                                                 ,431,58.93,"2,394",128,300,41,11,65.40,8.50,14.40,11.70,"1,591",401,609,581,"6,368",620,"2,164","3,584"
"1,015",מבשרת ציון,"3,012",21.82,"1,465",694,10.61,38.12,180.88,114.61,126.10,108,..                                                ,"3,862",3.96,301,505,560,98,101,45.10,20.20,32.20,2.40,"3,484","2,159","1,173",152,"7,981","3,266","3,857",858
481,מגאר,"2,979",21.02,"1,475",876,10.55,35.71,158.09,112.65,131.75,116,-                                                 ,"1,334",27.96,"1,587",484,"1,281",124,66,59,7.30,13.70,20,"3,485","2,349","1,074",62,"7,299","3,508","3,467",324
516,מג'ד אל-כרום,"2,241",25.04,"1,095",634,12.41,36.12,153.29,116.54,129.85,112,..                                                ,799,35.29,671,580,653,82,92,84.40,0.50,10.50,4.60,"3,777","2,584","1,096",97,"7,984","3,856","3,613",515
65,מגדל,"1,062",23.29,564,337,12.59,35.45,160.78,113.76,145.10,143,-                                                 ,370,35.68,344,146,296,29,20,79.40,0.90,18.90,0.90,"1,249",720,474,55,"2,985","1,095","1,598",292
874,מגדל העמק,"3,626",25.43,"1,632",672,11.45,40.31,164.67,125.74,115.04,87,-                                                 ,"4,224",31.61,"1,120","1,231","1,557",124,108,68.10,23.70,0.50,7.70,"3,837","2,629",984,224,"8,389","3,872","3,192","1,325"
"4,201",מג'דל שמס,"1,586",23.05,774,420,11.39,36.78,137.95,115.81,130.06,121,-                                                 ,790,47.47,428,273,426,53,22,39.60,18.80,8.70,32.90,"1,633","1,218",407,8,"3,185","1,860","1,283",42
"3,797",מודיעין עילית,"5,544",21.51,"2,276",726,9.00,33.37,141.19,123.60,104.07,73,-                                                 ,744,14.11,495,179,874,100,13,30.50,19.70,33.10,16.70,"8,850","1,205","2,137","5,508","46,213","1,822","7,675","36,716"
"1,200",מודיעין-מכבים-רעות*,"10,111",19.24,"4,673","1,926",9.01,39.55,202.84,120.40,119.01,96,-                                                 ,"7,561",6.34,325,"1,086","1,259",172,186,35.90,45.50,15.20,3.40,"11,564","6,680","4,522",362,"26,997","10,275","14,758","1,964"
28,מזכרת בתיה,807,19.18,377,159,8.91,39.97,206.09,126.97,119.73,100,-                                                 ,970,0.52,43,168,129,39,27,64,23.60,11.50,0.90,"1,005",559,424,22,"2,333",861,"1,356",116
517,מזרעה,613,24.16,291,138,11.55,36.52,154.48,112.47,124.19,100,-                                                 ,293,25.60,188,87,148,30,20,94.10,0.70,1.30,3.90,591,445,139,7,"1,140",664,441,35
43,מטולה,314,28.68,139,65,12.81,34.88,152.97,102.21,110.46,85.50,-                                                 ,212,4.25,20,32,50,8,8,66.20,26.90,1.70,5.20,166,104,60,..                                                ,363,158,194,11
"1,268",מיתר,957,17.49,415,184,7.79,36.47,187.12,109.41,110.44,85,-                                                 ,950,2.74,33,98,143,39,45,64.40,31.10,2.20,2.30,916,615,285,16,"1,945",920,937,88
48,מנחמיה,667,15.41,289,96,6.73,36.55,174.29,114.30,110.17,85,-                                                 ,459,2.83,45,52,120,11,6,84.40,14.10,1.20,0.40,994,607,309,78,"2,369",912,"1,031",426
"4,203",מסעדה,439,20.02,218,119,10.06,37.40,141.97,120.02,134.70,117,..                                                ,251,49.80,179,110,139,22,11,60.10,10.70,3.40,25.80,621,424,188,9,"1,327",674,608,45
518,מעיליא,392,20.76,175,78,9.33,37.94,173.44,118.25,116.77,90,-                                                 ,427,8.67,54,155,67,17,20,74.60,2.10,16.70,6.60,383,295,86,..                                                ,725,442,272,11
"3,616",מעלה אדומים,"5,370",25.11,"2,437","1,093",11.33,38.62,176.87,117.51,114.13,87.50,..                                                ,"3,759",18.49,460,834,913,118,139,43.10,21.80,29.20,5.80,"5,497","3,213","1,930",354,"13,173","4,810","6,410","1,953"
"3,608",מעלה אפרים,236,37.70,121,45,18.53,40.65,184.23,126.16,137.98,119.50,-                                                 ,174,23.56,39,30,57,3,6,81.90,4.60,4.20,9.30,224,143,52,29,556,208,172,176
"1,327",מעלה עירון,"1,714",19.53,864,511,10.04,36.02,150.58,114.66,138.22,125,-                                                 ,"1,685",10.33,750,526,430,50,66,70.30,2,27,0.60,"2,300","1,382",838,80,"5,311","2,090","2,800",421
"1,063",מעלות-תרשיחא,"3,144",24.25,"1,426",654,11.06,39.92,171.69,125.32,116.96,89,..                                                ,"3,348",39.16,873,789,749,83,70,60.30,11.50,19.90,8.20,"2,990","2,096",752,142,"6,380","3,082","2,474",824
99,מצפה רמון,861,29.78,400,170,13.79,37.59,158.24,116.52,117.21,99,-                                                 ,519,36.99,245,126,243,26,11,63.10,34.50,1.80,0.50,"1,028",612,284,132,"2,631",893,945,793
66,מרחביה (קיבוץ),932,20.11,420,231,9.18,35.53,156.34,115.53,116.34,88,-                                                 ,517,35.40,374,218,363,36,29,85.10,1.20,13,0.60,"1,179",701,431,47,"2,745","1,065","1,436",244
520,משהד,"1,096",23.19,575,384,12.36,35.05,154.98,114.13,145.55,136.50,-                                                 ,622,19.94,310,150,317,39,28,83.70,1.10,10.40,4.90,"1,296",650,549,97,"3,385",985,"1,881",519
"9,100",נהרייה,"8,522",24.92,"3,884","1,604",11.46,40.04,174.22,123.64,114.48,91,..                                                ,"10,566",22.38,"2,840","2,204","2,018",250,372,54,27.10,8.50,10.40,"7,930","5,631","2,122",177,"16,257","8,432","6,803","1,022"
55,נוגה,"1,079",24.19,502,206,11.31,38.23,177.77,115.27,117.17,93,-                                                 ,845,1.78,72,121,208,32,32,77.70,16,1.70,4.60,863,593,252,18,"1,793",878,815,100
15,נועם,"3,653",19.51,"1,724",677,9.35,39.10,196.57,121.94,123.08,100,-                                                 ,"3,744",3.02,227,512,566,89,83,62.80,29.20,5.40,2.50,"3,222","2,080","1,076",66,"7,004","3,187","3,448",369
"1,061",נוף הגליל,"6,651",27.48,"3,127","1,402",12.93,40.23,170.96,125.97,120.44,96,..                                                ,"8,345",40.65,"2,733","2,622","1,935",257,38,58.80,27.70,7.10,6.40,"5,486","4,329","1,044",113,"10,335","6,367","3,294",674
522,נחף,"1,644",22.48,799,506,11.13,35.19,150.64,115.24,129.37,112,..                                                ,579,33.85,651,308,599,73,36,54.10,5,31.40,9.50,"2,035","1,137",758,140,"5,030","1,720","2,557",753
69,ניר עוז,894,12.12,433,294,6.05,32.93,166.03,110.41,129.67,113,-                                                 ,274,55.47,"2,774",57,111,9,1,80.20,1,5,13.70,253,37,114,102,"1,105",61,411,633
"7,200",נס ציונה,"5,576",20.17,"2,549","1,075",9.24,40.05,205.09,124.80,117.69,91,..                                                ,"5,971",8.44,464,"1,060",885,157,172,44.40,40.20,13.80,1.60,"5,588","3,472","2,019",97,"12,301","5,386","6,392",523
"7,300",נצרת,"12,030",26.15,"6,271","3,618",13.72,36.61,156.14,115.61,141.74,131,-                                                 ,"6,592",31.36,"4,088","2,256","3,063",380,443,62.90,14.80,13.40,8.90,"11,488","7,542","3,628",318,"24,925","11,395","11,855","1,675"
"2,500",נשר,"3,180",21.80,"1,422",591,9.71,40.21,174.65,121.65,112.38,85,..                                                ,"4,033",25.91,571,788,799,95,116,47.80,41.70,3.90,6.60,"3,036","2,309",707,20,"5,821","3,496","2,219",106
246,נתיבות,"5,274",26.34,"2,300",871,11.85,36.35,158.98,116.98,108.66,79,..                                                ,"2,532",31.71,"1,597",902,"1,324",115,114,54.80,33.50,10.80,0.90,"4,985","2,403","1,619",963,"14,974","3,532","5,523","5,919"
"7,400",נתניה,"31,576",26.02,"14,999","6,412",12.34,39.88,180.25,124.67,121.94,100,12,"36,486",21.69,"5,036","8,686","7,438",933,805,43.80,30.30,10.20,15.70,"28,746","18,461","8,822","1,463","65,049","27,816","28,769","8,464"
525,סאג'ור,548,20.33,246,98,9.29,34.83,153.98,110.07,112.68,87,-                                                 ,249,10.44,100,101,186,15,11,30.30,8.80,38.90,22.10,658,464,188,6,"1,338",692,611,35
587,סביון*,381,17.51,184,78,8.47,38.70,222.57,118.83,128.76,110,-                                                 ,691,1.16,12,64,52,23,9,23.80,64.50,8.20,3.50,359,256,94,9,753,392,313,48
"7,500",סח'נין,"4,951",26.55,"2,551","1,455",13.90,35.93,147.31,116.02,140.43,131,..                                                ,"1,681",39.14,"2,167",837,"1,085",122,129,74,0.50,17.70,7.70,"4,935","3,047","1,774",114,"11,134","4,705","5,829",600
"4,501",ע'ג'ר,453,29.84,225,99,15.03,34.81,160.93,116.02,132.81,121,-                                                 ,85,64.71,102,24,56,13,1,99.50,0.30,0.10,0.10,415,234,168,13,984,369,550,65
666,עומר,737,18.90,342,166,8.79,36.68,196.19,112.89,120.17,98,-                                                 ,"1,523",1.84,49,174,200,46,61,64.40,27.70,3.60,4.40,"1,049",601,352,96,"2,685",919,"1,139",627
32,עוצם,461,16.24,210,82,7.42,38.97,202.54,119.20,118.53,100,-                                                 ,624,2.24,15,112,62,22,13,54.20,31.80,10.70,3.30,580,389,187,..                                                ,"1,213",594,599,20
530,עיילבון,846,24.23,424,215,12.26,37.46,158.13,116.66,133.60,125.50,-                                                 ,527,22.96,201,223,263,26,25,70.80,4.40,7.80,17,739,506,214,19,"1,574",791,686,97
511,עילוט,932,19.88,491,334,10.64,35.27,159.22,116.30,148.52,139,-                                                 ,337,35.01,431,128,305,47,59,87.80,2,9.70,0.60,"1,280",721,484,75,"3,108","1,084","1,629",395
74,עין הוד,292,27.89,132,54,12.84,38.38,196.17,122.77,115.08,93.50,-                                                 ,57,3.51,..                                                ,-                                                 ,26,5,5,71.40,12.90,13.70,2,170,93,72,..                                                ,411,142,243,26
532,עין מאהל,"1,841",23.46,944,646,12.25,36.08,147.18,116.88,140.80,131,..                                                ,640,41.56,552,303,536,52,40,72.40,0.60,26.90,0.20,"2,058","1,259",752,47,"4,610","1,894","2,474",242
"4,502",עין קנייא,315,24.86,148,78,11.89,36.31,145.65,118.10,125.31,98,-                                                 ,147,55.78,109,61,90,7,7,33.30,4.90,58.30,3.40,359,257,97,..                                                ,736,405,306,25
"7,600",עכו,"7,598",26.35,"3,593","1,552",12.43,39.02,163.44,121.29,120.71,100,-                                                 ,"7,271",33.01,"4,359","1,726","2,392",242,251,60.70,10,9.80,19.50,"7,946","5,614","2,142",190,"16,269","8,326","6,923","1,020"
"3,660",עמנואל,529,29.52,222,96,12.77,35.42,151.03,116.63,101.69,73,-                                                 ,188,15.43,126,28,146,3,6,50.20,7.10,4.30,38.40,818,383,251,184,"2,569",561,845,"1,163"
534,עספיא,"1,562",19.99,751,345,9.69,38.96,161.98,122.51,126.22,102.50,..                                                ,"1,155",19.39,318,341,415,36,42,37,4.20,31.80,27,904,545,340,19,"2,104",923,"1,084",97
"7,700",עפולה,"8,009",25.13,"3,508","1,396",11.18,39.13,167.84,121.88,109.15,84,..                                                ,"8,417",28.89,"2,206","2,132","2,708",281,246,79.90,12.40,5.40,2.40,"6,061","4,057","1,769",235,"13,133","6,034","5,761","1,338"
531,עראבה,"2,814",19.60,"1,432",874,10.15,36.07,150.73,117.90,139.68,126,..                                                ,"1,348",31.90,"1,756",662,853,108,75,48.20,5.10,26.40,20.30,"4,048","2,308","1,571",169,"9,615","3,514","5,220",881
"2,560",ערד,"4,052",29.16,"2,026",830,14.57,39.39,174.71,126.47,127.08,115,-                                                 ,"4,170",40.38,"1,066","1,112","1,348",120,139,31.20,58.30,0.70,9.70,"4,579","2,564","1,211",804,"12,759","3,735","4,106","4,918"
637,ערערה,"2,131",14.99,"1,061",583,7.55,36.48,158.50,115.47,133.80,118,-                                                 ,"1,312",18.98,683,752,635,95,66,67.70,4.70,24.70,2.80,"2,900","1,716","1,078",106,"6,776","2,631","3,576",569
"1,192",ערערה-בנגב,896,11.42,471,339,6.15,32.21,171.52,103.39,146.81,149,-                                                 ,370,62.43,"3,573",102,373,50,12,75.90,4.10,14.80,5.20,"2,400",800,809,791,"8,940","1,237","2,813","4,890"
53,עתלית,459,17.33,207,76,7.86,37.58,184.63,112.85,113.55,90,-                                                 ,331,3.93,15,34,66,6,5,80.50,16.90,1.30,1.40,524,358,157,9,"1,096",551,498,47
537,פוריידיס,"1,730",22.35,790,443,10.39,37.16,157.09,120.23,118.61,93.50,-                                                 ,690,22.75,260,330,431,46,46,81.80,9.80,8.20,0.20,"2,038","1,259",710,69,"4,652","1,940","2,335",377
535,פסוטה,458,22.85,213,95,10.68,37.52,161.65,116.53,119.89,94,-                                                 ,361,18.84,70,105,85,16,18,58.70,12.10,19.70,9.50,411,291,115,..                                                ,830,442,363,25
536,פקיעין (בוקייעה),652,17.44,288,147,7.80,36.83,157.67,114.88,113.51,84,-                                                 ,516,15.12,118,156,183,27,19,65.40,6.20,1.90,26.50,883,678,197,8,"1,696","1,027",629,40
"7,800",פרדס חנה-כרכור,"5,244",21.52,"2,406",996,9.95,40.09,187.94,126.16,117.85,91,..                                                ,"5,042",13.86,644,"1,118","1,146",168,132,55.90,24.80,17.20,2.10,"4,720","2,978","1,611",131,"10,448","4,552","5,162",734
171,פרדסייה,"1,000",24.95,467,214,12.05,38.51,206.25,117.27,121.26,102,..                                                ,786,2.04,19,59,135,33,24,51.30,30.60,5.60,12.60,560,375,179,6,"1,148",545,564,39
"7,900",פתח תקווה,"32,634",24.01,"14,800","6,291",10.92,40.65,193.92,127.66,114.95,87,12,"39,361",15.82,"2,853","8,292","6,861",972,950,54.40,33.40,8,4.20,"31,543","20,287","9,909","1,347","70,709","30,844","32,201","7,664"
"8,000",צפת,"4,072",23.67,"1,870",834,10.83,36.33,145.67,116.47,117.12,88,-                                                 ,"3,486",26.71,"2,548",904,"1,961",119,111,46.80,21.20,14.40,17.60,"5,685","2,883","1,707","1,095","16,947","4,291","5,809","6,847"
"3,557",קדומים,411,19.86,168,72,8.22,37.20,175.12,120.42,100.29,69,-                                                 ,353,11.90,44,32,59,13,7,50.70,17.40,3.50,28.30,690,252,252,186,"2,340",385,885,"1,070"
195,קדימה-צורן,"1,744",13.23,820,354,6.23,39.94,192.11,121.79,122.13,99,-                                                 ,"1,716",8.16,186,258,462,60,69,51.30,37.10,8,3.70,"2,062","1,398",609,55,"4,298","2,044","1,938",316
638,קלנסווה,"2,361",18.65,"1,098",643,8.82,35.35,157.41,115.51,122.61,100,..                                                ,"1,129",22.94,757,465,847,90,76,78.30,16.70,1.10,3.90,"3,492","1,972","1,295",225,"8,649","3,065","4,363","1,221"
"4,100",קצרין,"1,149",26.91,530,229,12.48,40.69,168.13,124.19,117.14,98,-                                                 ,"1,184",33.70,197,264,327,25,30,49.90,24.80,1.40,23.90,992,702,224,66,"2,156","1,033",750,373
"2,620",קריית אונו,"4,223",19.03,"1,967",834,8.91,41.01,211.31,128.43,120.41,96,-                                                 ,"5,904",7.79,228,"1,110",730,141,93,41,47.80,5,6.20,"4,761","3,071","1,632",58,"10,321","4,865","5,125",331
"3,611",קריית ארבע,"1,027",29.54,426,213,12.29,38.38,160.07,124.51,101.84,68,-                                                 ,647,34.93,180,141,231,21,14,14.10,4.60,77.80,3.50,"1,250",572,412,266,"3,866",847,"1,430","1,589"
"6,800",קריית אתא,"8,052",23.49,"3,634","1,428",10.62,39.70,171.53,122.67,113.38,88,..                                                ,"9,904",23.55,"1,825","2,534","2,478",311,333,58.60,30,6.40,5.10,"7,036","4,854","1,980",202,"14,775","7,243","6,372","1,160"
"9,500",קריית ביאליק,"5,633",23.79,"2,495","1,004",10.70,40.17,176.76,122.99,110.02,85,..                                                ,"8,559",18.38,"1,144","2,081","1,648",215,267,63.60,30,3.20,3.30,"5,014","3,670","1,292",52,"9,869","5,528","4,060",281
"2,630",קריית גת,"8,227",25.88,"3,668","1,463",11.62,39.01,172.58,125.29,113.89,85,..                                                ,"7,606",32.32,"2,551","2,381","2,313",273,290,48.80,26.20,10.80,14.10,"7,580","4,721","2,205",654,"18,272","7,051","7,273","3,948"
"2,300",קריית טבעון,"1,728",17.18,801,344,7.98,40.36,183.37,121.32,120.05,99,-                                                 ,"3,154",5.49,178,479,476,82,75,59.50,38.40,1.30,0.80,"1,848","1,269",540,39,"3,851","1,918","1,709",224
"9,600",קריית ים,"5,352",23.40,"2,425","1,043",10.51,41.23,172.12,126.37,113.77,87,..                                                ,"9,232",30.89,"1,709","2,909","1,993",222,229,62.90,28.70,2.90,5.50,"5,400","4,100","1,219",81,"10,355","6,008","3,891",456
"1,137",קריית יערים,646,24.81,287,112,11.02,34.65,153.60,118.90,113.60,86,-                                                 ,186,12.37,30,24,107,4,-                                                 ,6,33.40,58.40,2.20,647,234,235,178,"2,244",353,815,"1,076"
"8,200",קריית מוצקין,"6,060",23.58,"2,689","1,086",10.69,40.35,177.73,122.87,110.47,87.50,..                                                ,"9,898",18.37,"1,137","2,404","1,601",228,244,57.50,36.60,3,2.90,"5,143","3,831","1,272",40,"9,964","5,730","4,022",212
"1,034",קריית מלאכי,"3,622",26.90,"1,637",738,12.28,38.19,167.27,121.82,115.49,87,..                                                ,"2,565",27.25,"1,211",857,"1,155",110,141,62.80,11,3.30,22.90,"3,785","2,215","1,207",363,"9,426","3,302","4,019","2,105"
78,קריית ענבים,915,21.47,375,181,8.93,36.66,176.17,124.21,102.33,70,-                                                 ,162,8.02,32,18,135,15,11,31.60,22.50,21.40,24.60,"1,070",412,355,303,"3,635",611,"1,230","1,794"
469,קריית עקרון,"1,662",25.41,740,307,11.31,39.30,179.16,121.72,112.04,81,-                                                 ,"1,497",14.09,289,476,413,52,80,72.10,9.20,16.60,2.10,"1,434",869,499,66,"3,321","1,308","1,651",362
"2,800",קריית שמונה,"3,707",27.34,"1,709",747,12.52,39.70,169.49,122.84,117.53,90,..                                                ,"3,284",24.24,884,874,"1,387",125,117,73,15.30,0.50,11.20,"3,434","2,370",941,123,"7,257","3,530","3,065",662
"3,640",קרני שומרון,"1,125",22.86,477,225,9.83,38.82,191.18,125.06,105.79,75,..                                                ,793,15.01,97,85,198,27,21,35.30,26.80,4.30,33.70,"1,087",528,382,177,"3,092",798,"1,296",998
543,ראמה,"1,109",23.45,519,261,11.04,35.69,155.25,109.88,120.47,93,..                                                ,932,22.32,292,447,345,32,31,61.20,14.40,17.80,6.50,"1,182",858,295,29,"2,405","1,309",939,157
"2,640",ראש העין,"9,498",23.84,"4,241","1,785",11.07,39.00,197.65,122.36,113.12,85,..                                                ,"5,405",7.92,706,"1,068","1,267",173,162,54.80,32.40,7.80,5.10,"5,241","3,291","1,689",261,"11,941","4,908","5,551","1,482"
26,ראש פינה,"6,396",19.17,"2,959","1,320",8.95,38.41,187.27,120.35,119.00,97,..                                                ,"6,772",3.41,494,"1,040",988,157,121,60.10,18.30,18.10,3.50,"6,304","3,630","2,379",295,"15,060","5,574","7,860","1,626"
"8,300",ראשון לציון,"38,650",25.64,"17,844","7,488",11.84,40.29,194.67,123.17,117.44,91,..                                                ,"43,401",14.82,"3,143","9,074","6,768","1,131","1,139",41.20,44.30,9.30,5.20,"31,154","22,194","8,456",504,"63,032","33,287","26,876","2,869"
"1,161",רהט,"4,032",12.39,"1,965","1,071",6.19,33.81,159.46,113.82,133.37,117,-                                                 ,"1,638",52.08,"5,304",621,"1,969",257,100,81.60,2,3.40,13,"10,218","4,128","3,755","2,335","33,079","6,376","12,972","13,731"
"8,400",רחובות,"17,176",22.00,"7,693","3,148",9.90,39.43,188.42,124.71,113.63,86,..                                                ,"21,457",14.12,"2,260","4,703","3,864",532,530,49.50,22.50,24.70,3.40,"17,645","10,682","5,869","1,094","41,903","16,300","19,128","6,475"
542,ריינה,"2,141",19.21,"1,096",661,9.92,36.55,152.13,113.07,139.62,127,-                                                 ,951,28.29,673,339,615,64,75,66.90,13.70,16.10,3.30,"2,349","1,429",832,88,"5,351","2,143","2,740",468
922,רכסים,"1,198",21.47,529,190,9.66,34.83,132.41,117.71,113.34,86,-                                                 ,576,10.24,454,98,309,29,10,41.20,32.90,22,3.90,"1,783",721,502,560,"6,284","1,060","1,738","3,486"
"8,500",רמלה,"11,236",25.65,"5,143","2,366",11.80,39.35,183.36,125.96,116.85,88,..                                                ,"9,509",24.88,"2,209","3,485","3,155",351,401,64,22.90,9,4.20,"11,284","6,975","3,703",606,"26,129","10,501","12,250","3,378"
"8,600",רמת גן,"23,070",22.44,"10,903","4,686",10.77,39.77,200.82,122.48,121.97,100,..                                                ,"26,842",8.31,"1,535","5,711","3,927",686,555,39.60,48.20,6.20,6,"18,841","13,558","4,944",339,"38,187","20,663","15,644","1,880"
"2,650",רמת השרון,"4,897",19.60,"2,342",970,9.36,40.85,213.77,126.80,124.27,103,-                                                 ,"8,705",4.22,235,"1,157",843,166,125,32.90,60.80,3.60,2.70,"5,844","3,910","1,813",121,"12,509","6,047","5,738",724
122,רמת ישי,944,20.66,437,165,9.60,39.12,187.48,117.89,118.30,99,-                                                 ,"1,033",2.23,89,101,184,25,44,61.80,36,0.60,1.60,870,573,285,12,"1,853",874,912,67
"8,700",רעננה,"8,468",20.34,"3,924","1,631",9.42,40.46,200.30,123.40,119.87,98,-                                                 ,"13,001",5.07,460,"1,486","1,719",339,258,36.30,54.60,6.90,2.20,"10,468","7,046","3,123",299,"22,420","10,731","10,061","1,628"
913,שבלי - אום אל-גנם,662,19.82,313,147,9.53,37.63,162.48,124.16,122.82,100.50,-                                                 ,382,38.48,202,176,214,31,15,94.20,1.60,4,0.20,992,571,371,50,"2,381",866,"1,247",268
"1,286",שגב-שלום,527,10.81,253,164,5.34,33.62,151.00,111.73,131.42,115,-                                                 ,274,51.82,"1,515",57,245,32,3,75.90,0.60,23.20,0.40,"1,405",464,524,417,"5,019",700,"1,813","2,506"
36,שדה דוד,"1,980",20.26,880,352,9.16,38.48,189.55,120.70,113.20,83,-                                                 ,"1,758",4.89,157,362,307,60,70,67.20,19.90,6.70,6.20,"1,927","1,035",793,99,"4,772","1,612","2,618",542
18,שדה משה,"2,690",20.37,"1,239",528,9.46,40.04,199.85,123.71,119.70,96,..                                                ,"2,680",1.42,125,541,445,72,99,57.90,30.60,5.50,6,"2,875","1,808",998,69,"6,337","2,777","3,174",386
27,שדות מיכה,701,19.47,340,140,9.48,39.55,206.34,120.92,126.89,106,-                                                 ,682,2.05,18,115,74,15,23,52.50,37.60,7.50,2.30,691,450,237,..                                                ,"1,449",678,749,22
