סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
633,כפר ברא,104,4.75,25.33,15.92,4.83,36.13,214.04,137.09,62.19,52,-                                                 ,171,15.79,37,102,131,14,14,52.40,0.90,46.40,0.30,573,363,177,33,"1,323",556,594,173
76,כפר גלעדי,727,5.40,201.92,91.75,5.52,38.00,240.26,144.05,66.05,54,-                                                 ,"1,309",10.24,190,194,491,41,15,33.20,30.10,29.80,6.90,"3,280","1,308","1,260",712,"10,358","1,970","4,405","3,983"
"1,263",כפר ורדים,226,7.37,62.17,24.08,7.26,41.80,244.89,151.05,69.11,52,-                                                 ,"1,082",4.25,33,136,144,17,19,53.40,37.60,6.70,2.30,535,399,130,6,"1,029",584,410,35
507,כפר יאסיף,605,9.30,171.92,84.08,9.32,38.28,183.74,141.65,70.90,60,-                                                 ,"1,128",19.06,337,353,449,54,41,80.10,7.90,2.80,9.20,"1,352","1,003",340,9,"2,664","1,530","1,087",47
168,כפר יונה,"1,302",7.94,387.67,153.50,7.99,40.37,260.42,149.87,73.02,57,-                                                 ,"2,867",8.72,203,558,810,66,68,50.30,33.20,9.10,7.40,"2,666","1,695",896,75,"5,839","2,552","2,873",414
508,כפר כמא,117,5.69,33.67,18.50,5.70,38.15,230.16,133.90,72.41,67,-                                                 ,464,13.36,19,155,138,17,20,96.20,2.70,0.90,0.20,448,357,90,..                                                ,822,529,288,..                                                
509,כפר כנא,"1,035",7.28,294.83,191.25,7.40,38.53,181.37,140.08,72.76,62,-                                                 ,"1,372",38.05,778,743,"1,019",106,65,75.60,4.80,18.40,1.10,"3,462","2,013","1,302",147,"8,166","3,061","4,336",769
510,כפר מנדא,931,7.62,277.42,187.83,7.75,38.25,169.37,144.04,77.30,67,-                                                 ,"1,102",32.03,"1,180",544,862,80,46,74.80,8.60,9.70,6.80,"3,404","2,082","1,231",91,"7,718","3,172","4,061",485
"6,900",כפר סבא,"3,693",7.26,"1,105.25",463.25,7.22,42.36,279.87,155.98,73.49,61,-                                                 ,"19,876",8.79,424,"3,832","3,234",380,301,55,35.30,7.50,2.10,"12,305","8,327","3,749",229,"25,861","12,684","11,906","1,271"
634,כפר קאסם,859,5.77,208.58,132.75,5.87,36.63,202.11,132.97,61.95,52,-                                                 ,"1,275",21.25,341,645,997,96,82,86.10,0.60,6.80,6.50,"3,760","2,367","1,246",147,"8,468","3,559","4,095",814
654,כפר קרע,705,5.77,202.75,108.33,5.86,38.46,206.25,141.36,70.78,57,-                                                 ,"1,379",15.95,355,763,715,76,57,63.60,7.50,21.40,7.50,"2,734","1,775",891,68,"5,974","2,699","2,910",365
267,כפר שמריהו,37,3.69,10.17,..                                                ,3.65,41.50,310.76,159.27,67.27,52,-                                                 ,418,0.96,..                                                ,43,24,5,6,..                                                ,..                                                ,..                                                ,..                                                ,201,157,42,..                                                ,385,239,134,12
47,כפר תבור,179,7.74,56.75,18.83,7.69,42.91,249.30,164.20,79.19,59,-                                                 ,623,2.73,17,66,117,20,13,79.80,13.30,5.90,1,318,200,112,6,709,311,364,34
"1,139",כרמיאל,"2,014",7.40,611.17,239.83,7.38,42.23,215.63,161.23,75.76,62,..                                                ,"9,718",31.75,"1,119","3,218","1,899",178,182,51.60,35.90,7.20,5.40,"6,424","4,680","1,514",230,"13,076","6,880","4,847","1,349"
"1,271",להבים,190,4.68,53.67,24.25,4.68,40.10,265.62,144.23,69.13,52,-                                                 ,"1,257",1.75,20,237,114,17,38,70.20,24.90,2.20,2.70,598,412,181,..                                                ,"1,198",594,576,28
"7,000",לוד,"3,098",6.87,842.33,390.58,6.88,39.86,216.17,150.47,66.16,52,..                                                ,"10,126",30.10,"2,895","4,447","3,270",326,319,59,21.20,9.30,10.50,"11,548","6,782","3,683","1,083","28,542","10,097","12,278","6,167"
52,לוזית,699,10.48,194.67,69.25,10.69,39.48,213.80,144.99,70.00,60,-                                                 ,"1,265",3.64,153,159,320,43,41,66.30,19.10,6.70,8,"1,368",852,485,31,"3,016","1,275","1,569",172
"1,060",לקיה,448,5.39,120.92,85.75,5.54,34.85,190.51,133.77,67.39,52,-                                                 ,470,59.57,"2,216",247,494,39,11,65.30,7.70,15.60,11.40,"1,629",526,496,607,"6,229",790,"1,737","3,702"
"1,015",מבשרת ציון,909,6.44,256.08,116.75,6.44,39.85,242.56,147.68,69.46,59,-                                                 ,"4,246",4.36,209,740,675,94,96,44.30,21.50,31.90,2.20,"3,501","2,109","1,188",204,"8,239","3,204","3,885","1,150"
481,מגאר,"1,304",9.12,373.00,185.92,9.20,37.38,178.12,139.28,71.53,60,..                                                ,"1,550",26.52,"1,113",789,"1,530",118,60,61.30,6.70,12.80,19.20,"3,530","2,442","1,048",40,"7,269","3,689","3,369",211
516,מג'ד אל-כרום,793,8.78,219.67,109.17,8.89,37.82,183.78,139.05,68.64,58,-                                                 ,924,37.66,415,690,834,86,89,76.90,0.40,18.50,4.20,"3,792","2,653","1,076",63,"7,843","3,983","3,528",332
65,מגדל,417,8.18,111.92,63.08,8.31,37.30,190.81,139.91,68.82,63,-                                                 ,423,35.22,196,233,381,33,20,80.60,0.80,17.70,0.90,"1,269",762,449,58,"2,989","1,175","1,509",305
874,מגדל העמק,"1,309",8.41,391.58,175.58,8.47,41.05,205.14,152.34,73.04,58,-                                                 ,"4,586",31.20,819,"1,643","1,588",109,111,66.80,26.40,0.60,6.20,"4,037","2,693","1,095",249,"9,010","3,973","3,571","1,466"
"4,201",מג'דל שמס,863,12.15,240.42,115.58,12.31,39.42,171.74,143.19,73.43,67,-                                                 ,897,46.71,271,425,511,53,22,40.50,18.80,9.50,31.30,"1,563","1,230",327,6,"2,902","1,848","1,022",32
"3,797",מודיעין עילית,"1,633",5.45,450,153.83,5.54,34.44,176.89,141.51,67.55,52,..                                                ,974,14.99,551,323,"1,428",96,13,31.30,18.10,32.60,17.90,"9,604","2,257","1,978","5,369","46,842","3,286","6,994","36,562"
"1,200",מודיעין-מכבים-רעות,"3,490",6.50,"1,004.83",409.58,6.62,41.37,276.85,152.83,70.19,54,-                                                 ,"9,541",5.97,147,"1,852","1,650",162,179,36.20,46.60,14.20,3.10,"10,375","6,662","3,416",297,"22,567","9,836","11,123","1,608"
28,מזכרת בתיה,232,5.55,67.83,27.83,5.54,41.84,270.13,156.64,71.53,53,-                                                 ,"1,032",1.16,14,213,151,39,26,63,24.90,11.20,0.90,958,577,362,19,"2,152",890,"1,160",102
517,מזרעה,242,10.13,64.58,30,10.18,39.36,197.95,148.13,68.48,67,-                                                 ,346,25.72,168,99,152,24,20,90.70,0.80,5.40,3.10,584,440,138,6,"1,147",677,439,31
43,מטולה,211,14.31,54.08,23.92,17.75,35.75,205.82,125.62,65.27,63,-                                                 ,247,5.67,14,45,92,7,7,..                                                ,..                                                ,..                                                ,..                                                ,158,106,48,..                                                ,350,172,156,22
"1,268",מיתר,331,5.49,101.25,35.75,5.54,40.02,262.98,149.17,74.26,65,-                                                 ,"1,086",2.58,17,156,156,35,43,64.30,31.50,2,2.20,914,649,249,16,"1,853",971,799,83
48,מנחמיה,235,5.18,66.17,26.50,5.26,38.03,253.12,142.35,66.93,59,-                                                 ,521,3.65,25,71,136,8,6,84.50,13.70,1.20,0.60,"1,009",624,322,63,"2,328",915,"1,065",348
"4,203",מסעדה,294,12.29,87.08,45.42,12.49,38.84,164.82,143.65,77.74,70,-                                                 ,291,46.05,106,159,168,26,10,60.50,10.80,3.20,25.50,618,436,172,10,"1,263",653,560,50
518,מעיליא,156,8.02,42.75,18.75,8.07,38.63,196.49,140.92,69.22,67,-                                                 ,444,10.14,35,185,80,17,22,74,2.40,17.60,6,364,281,83,-                                                 ,685,421,264,-                                                 
"3,616",מעלה אדומים,"1,474",7.16,404.83,172.42,7.20,39.01,215.06,144.26,66.22,52,-                                                 ,"4,287",17.12,339,"1,143","1,032",113,137,44,22.30,28.60,5.10,"5,427","3,138","1,935",354,"13,106","4,693","6,412","2,001"
"3,608",מעלה אפרים,46,5.31,13.25,..                                                ,5.44,39.27,220.46,147.93,70,64,-                                                 ,190,26.84,35,44,74,3,4,..                                                ,..                                                ,..                                                ,..                                                ,231,135,64,32,623,213,206,204
"1,327",מעלה עירון,662,7.39,192.92,123.50,7.47,38.27,187.42,143.51,73.03,58,-                                                 ,"1,820",10.88,606,654,550,53,57,70.20,2.30,27.30,0.30,"2,356","1,474",815,67,"5,268","2,235","2,685",348
"1,063",מעלות-תרשיחא,"1,364",10.08,386.08,168.58,10.08,40.66,202.39,152.48,70.22,56,-                                                 ,"3,687",36.78,567,"1,027",842,81,62,60.10,12.50,19.70,7.80,"3,005","2,069",782,154,"6,523","3,061","2,555",907
99,מצפה רמון,285,8.95,74.50,30.75,9.06,39.09,207.33,143.71,64.56,53,-                                                 ,479,38.41,192,141,279,27,11,63.40,34.60,1.40,0.60,"1,081",635,308,138,"2,764",935,"1,021",808
66,מרחביה (קיבוץ),334,6.71,91.58,48.50,6.78,36.75,194.64,132.45,67.49,58.50,-                                                 ,588,32.82,279,313,383,35,31,83.50,1.50,14.50,0.50,"1,192",734,422,36,"2,693","1,106","1,401",186
520,משהד,268,5.35,70.92,47.50,5.43,36.94,189.70,134.11,67.21,53.50,-                                                 ,724,19.48,249,211,373,39,26,84,1,10.90,4.10,"1,346",703,559,84,"3,394","1,056","1,886",452
"9,100",נהרייה,"3,785",9.79,"1,080.67",443.08,9.96,41.07,207.45,150.72,70.83,61,..                                                ,"12,091",25.10,"2,608","3,028","2,529",222,335,53,29.70,8.20,9.20,"8,274","5,985","2,079",210,"16,712","8,843","6,680","1,189"
55,נוגה,551,10.65,148.83,55.42,11.78,38.31,210.14,136.15,68.14,63,-                                                 ,"1,042",2.69,36,196,267,29,30,76.40,17.30,1.70,4.60,858,591,244,23,"1,815",901,788,126
15,נועם,"1,362",7.17,414.33,171.33,7.21,41.10,272.79,152.24,74.95,64,-                                                 ,"4,210",3.25,147,684,725,79,74,62.20,30.60,5,2.20,"3,113","2,064",983,66,"6,664","3,142","3,150",372
"1,061",נוף הגליל,"2,292",8.91,684.92,296.17,8.95,41.33,198.46,156.62,74.28,63,..                                                ,"8,316",41.77,"2,302","3,213","2,295",238,38,58.90,27.80,7.50,5.80,"5,591","4,303","1,163",125,"10,797","6,345","3,694",758
522,נחף,575,7.27,158.83,98.67,7.38,36.84,193.58,134.43,69.59,59,-                                                 ,664,34.94,431,426,713,73,34,51.50,5.60,34.20,8.70,"2,063","1,183",780,100,"4,902","1,778","2,587",537
69,ניר עוז,355,4.19,96.42,61.67,4.31,33.91,181.82,130.12,66.91,55,-                                                 ,340,57.35,"2,534",166,284,9,1,78.20,1.10,6.30,14.40,254,37,107,110,"1,099",56,381,662
"7,200",נס ציונה,"1,787",7.12,503.42,224.17,7.08,41.63,270.48,150.04,68.17,53,-                                                 ,"6,584",8.34,304,"1,494",986,146,158,43.80,41.90,12.90,1.40,"5,444","3,605","1,748",91,"11,589","5,509","5,570",510
"7,300",נצרת,"3,741",8.10,"1,047.42",608.92,8.12,38.73,188.65,142.02,72.13,58,..                                                ,"7,186",33.05,"3,339","3,423","3,649",338,405,64.10,14.70,13.10,8.20,"11,501","7,694","3,552",255,"24,625","11,768","11,506","1,351"
"2,500",נשר,917,6.87,266.58,116.42,6.82,41.45,227.64,149.34,71.42,60,-                                                 ,"4,357",24.74,399,992,941,87,111,47.50,42.70,3.90,5.90,"3,054","2,255",774,25,"5,960","3,381","2,444",135
246,נתיבות,"3,208",12.41,851.92,348.50,12.95,36.56,192.37,138.37,65.05,52,..                                                ,"3,129",27.74,"1,517","1,199","1,871",112,101,55,31,12.60,1.40,"5,250","2,550","1,756",944,"15,510","3,782","5,963","5,765"
"7,400",נתניה,"9,883",8.03,"2,879.67","1,233.25",8.00,41.28,232.32,152.77,71.37,55,..                                                ,"39,456",21.53,"3,859","11,700","8,279",851,709,42.60,32.90,10,14.60,"29,803","18,930","9,186","1,687","68,159","28,459","30,086","9,614"
525,סאג'ור,192,7.10,51.75,21.92,7.18,35.90,182.71,131.16,64.49,52,-                                                 ,286,13.64,72,166,228,13,9,32.10,9.40,39.60,18.80,668,513,151,..                                                ,"1,288",775,492,21
587,סביון,106,4.59,27.75,..                                                ,4.51,39.57,265.06,155.14,65.56,52,-                                                 ,740,1.08,..                                                ,71,52,19,9,23.60,64.90,8.40,3.20,350,245,98,7,715,359,319,37
"7,500",סח'נין,"1,814",9.32,540.92,282.50,9.40,37.45,176.69,139.70,76.60,67,-                                                 ,"1,909",39.29,"1,642","1,402","1,516",122,121,72.20,0.60,20.40,6.80,"5,051","3,303","1,655",93,"10,949","5,073","5,393",483
"4,501",ע'ג'ר,473,29.96,119.83,46.92,30.52,35.00,178.25,122.89,68.14,67,-                                                 ,104,60.58,66,49,85,12,1,92.20,7.40,0.10,0.20,416,246,159,11,955,377,521,57
666,עומר,232,5.63,66.58,26.67,5.61,39.61,245.30,143.25,69.81,54,-                                                 ,"1,549",2.07,25,236,209,43,59,64.70,28,3.40,3.90,"1,046",635,320,91,"2,569",949,"1,015",605
32,עוצם,173,6.71,48.08,19.50,6.70,41.50,277.00,146.89,67.28,52,-                                                 ,678,1.62,13,116,76,21,13,55.50,31.30,10.30,2.80,541,352,185,..                                                ,"1,161",541,599,21
530,עיילבון,267,7.73,74.25,38.92,7.76,37.77,200.72,137.44,69.75,54,-                                                 ,623,20.22,137,308,298,25,25,66.10,3.90,14.30,15.70,730,509,208,13,"1,523",793,664,66
511,עילוט,353,6.98,99.42,67.92,7.07,38.63,187.40,143.49,73.94,66,-                                                 ,403,35.24,388,212,414,46,59,86.10,2,11.30,0.70,"1,306",753,503,50,"3,104","1,161","1,674",269
74,עין הוד,110,9.01,31.17,11.75,9.21,41.65,240.26,162.64,72.64,53,-                                                 ,99,2.02,"45,818",2,32,5,4,71.90,14.40,11.90,1.80,171,104,58,9,395,157,193,45
532,עין מאהל,516,6.21,149.67,97.50,6.28,39.58,182.51,145.31,73.89,67,..                                                ,768,43.62,354,455,635,56,38,58.20,0.60,41.10,0.20,"2,073","1,324",710,39,"4,552","2,020","2,330",202
"4,502",עין קנייא,226,15.49,60.25,32.17,15.65,37.57,181.92,133.81,70.50,62,-                                                 ,157,57.32,82,81,117,7,6,30.40,4.80,61.70,3,373,286,84,..                                                ,714,434,265,15
"7,600",עכו,"2,999",9.59,866.83,378.92,9.65,40.45,197.31,149.60,71.75,60,..                                                ,"7,938",33.88,"3,130","2,240","2,601",225,210,60.20,11.60,10.50,17.80,"8,400","5,833","2,359",208,"17,427","8,650","7,643","1,134"
"3,660",עמנואל,169,7.23,45.33,19.42,7.41,33.37,179.56,135.34,63.16,50,-                                                 ,215,17.67,65,36,167,3,6,49.90,6.30,4.10,39.80,933,397,319,217,"3,037",595,"1,101","1,341"
534,עספיא,546,6.66,170.50,78.75,6.64,38.01,196.26,141.00,76.63,67,-                                                 ,"1,289",18.46,190,497,521,35,40,37,4.70,33.30,25,854,551,292,11,"1,869",882,929,58
"7,700",עפולה,"3,081",8.82,925.42,381.42,8.91,40.09,203.98,151.58,73.02,62,..                                                ,"9,642",26.71,"1,995","2,885","3,420",251,210,79,12.80,6.10,2,"6,233","4,057","1,898",278,"13,900","6,085","6,187","1,628"
531,עראבה,"1,058",6.86,313.33,203.42,6.95,37.12,186.52,135.02,75.37,67,-                                                 ,"1,552",34.86,"1,319",918,"1,168",107,68,47.30,4.40,28.60,19.70,"4,113","2,511","1,480",122,"9,363","3,827","4,898",638
"2,560",ערד,"1,440",10.13,422.42,171.83,10.23,41.01,199.40,158.90,73.20,60.50,-                                                 ,"4,222",38.06,914,"1,543","1,644",109,128,31.20,58.40,1.20,9.20,"4,664","2,579","1,194",891,"13,287","3,754","3,982","5,551"
637,ערערה,735,6.21,220.75,120.42,6.27,39.20,195.16,144.82,74.71,63,-                                                 ,"1,426",17.74,564,960,755,88,58,67,4.60,25.80,2.60,"2,926","1,843",992,91,"6,560","2,797","3,274",489
"1,192",ערערה-בנגב,589,6.26,152.92,117.58,6.43,31.99,195.63,119.47,65.41,56,-                                                 ,438,59.36,"2,996",230,686,48,10,76.90,3.70,14.80,4.60,"2,705",951,951,803,"9,574","1,419","3,316","4,839"
53,עתלית,162,5.65,42.42,15.08,5.75,38.65,230.28,138.11,62.27,52,-                                                 ,420,3.33,..                                                ,55,94,7,4,81.20,16.30,1,1.50,541,399,133,9,"1,075",609,418,48
537,פוריידיס,558,6.93,158.92,91.42,6.98,38.85,198.58,144.01,71.32,60,-                                                 ,829,20.39,129,453,489,37,39,81.50,10,8.10,0.30,"2,078","1,313",710,55,"4,604","1,983","2,318",303
535,פסוטה,212,9.94,56.75,27.67,9.96,38.40,207.22,136.79,67.61,52,-                                                 ,384,24.74,23,129,109,13,16,58.70,12.10,20.70,8.60,410,296,110,..                                                ,811,437,352,22
536,פקיעין (בוקייעה),305,7.90,81.67,38.25,7.95,38.21,193.08,139.42,67.63,52,-                                                 ,596,15.44,67,195,211,25,17,65.50,6.20,2.10,26.10,871,680,187,..                                                ,"1,623","1,013",590,20
"7,800",פרדס חנה-כרכור,"1,866",7.65,560.00,233.33,7.78,41.77,253.35,154.93,73.62,60,..                                                ,"5,720",12.74,416,"1,488","1,460",153,123,54.20,27.10,16.60,2.20,"4,570","2,923","1,526",121,"10,034","4,402","4,942",690
171,פרדסייה,346,7.97,105.83,50.17,7.91,40.92,288.04,151.49,75.41,61,-                                                 ,983,2.44,19,118,139,30,24,51.40,32.40,5.50,10.80,536,355,175,6,"1,131",536,557,38
"7,900",פתח תקווה,"9,960",7.17,"2,861.17","1,191.83",7.16,41.37,246.52,153.72,70.23,54,..                                                ,"41,793",15.39,"2,197","10,996","8,161",867,842,54.20,34.20,7.80,3.90,"31,838","20,527","9,771","1,540","71,487","30,952","31,853","8,682"
"1,113",צור הדסה,304,5.45,91.33,36.17,5.40,41.93,247.85,157.62,74.52,59,-                                                 ,676,11.83,32,119,148,9,12,38.60,27.10,30.30,4,607,410,188,9,"1,240",587,608,45
"8,000",צפת,"1,563",8.64,416.75,163.50,8.67,36.71,175.44,140.55,65.04,52,..                                                ,"3,677",25.51,"1,746","1,126","2,371",112,103,43.90,20.30,15,20.70,"6,089","3,084","1,829","1,176","18,144","4,593","6,158","7,393"
"3,557",קדומים,109,5.57,31.92,17.58,5.60,39.09,233.86,146.85,69.85,55,-                                                 ,403,9.68,26,46,76,13,7,49.50,17.40,3.40,29.70,732,286,275,171,"2,400",430,969,"1,001"
195,קדימה-צורן,573,4.51,163.50,61.17,4.56,41.23,265.25,149.19,69.45,52,-                                                 ,"2,067",7.50,110,371,563,56,64,50.30,38.70,7.70,3.40,"1,780","1,220",504,56,"3,710","1,761","1,615",334
638,קלנסווה,770,5.69,209.33,126.92,5.79,37.52,200.21,142.64,67.37,52,-                                                 ,"1,264",20.97,544,766,970,78,71,76.20,16.30,4,3.50,"3,547","2,042","1,320",185,"8,514","3,118","4,389","1,007"
"4,100",קצרין,429,9.60,127.83,49.42,9.68,41.34,209.53,157.78,73.46,62,-                                                 ,"1,324",31.34,139,362,417,21,29,47.70,29.50,0.90,21.90,"1,017",696,262,59,"2,219","1,028",864,327
"2,620",קריית אונו,"1,490",6.57,430.83,178.17,6.64,41.59,295.81,153.10,70.97,56,-                                                 ,"6,423",7.66,152,"1,416",873,122,84,40.40,49.30,4.80,5.60,"4,727","3,182","1,481",64,"9,981","4,920","4,700",361
"3,611",קריית ארבע,208,5.57,56.33,28.83,5.63,39.07,205.13,145.68,65.36,52,-                                                 ,734,31.20,170,220,246,19,12,13.80,5.10,79,2.10,"1,370",635,430,305,"4,238",961,"1,475","1,802"
"6,800",קריית אתא,"2,614",7.63,780.25,326.42,7.66,41.13,211.56,154.63,73.34,59,..                                                ,"10,722",22.95,"1,377","3,602","2,974",285,311,57.20,31.70,6.30,4.70,"7,115","4,808","2,071",236,"15,296","7,227","6,704","1,365"
"9,500",קריית ביאליק,"1,944",7.79,577.00,234.92,7.80,41.87,220.71,153.87,73.27,62.50,..                                                ,"8,966",18.85,908,"2,844","1,989",203,250,61.40,32.20,3.20,3.30,"5,115","3,643","1,408",64,"10,261","5,480","4,428",353
"2,630",קריית גת,"3,736",10.68,"1,112.08",423.08,10.81,39.39,204.46,151.68,73.28,58,-                                                 ,"8,390",30.30,"2,257","3,391","2,757",247,258,49.80,24.60,11.50,14.10,"8,067","4,873","2,487",707,"19,845","7,352","8,197","4,296"
"2,300",קריית טבעון,574,5.82,170.17,76,5.85,41.86,254.07,151.43,71.50,60.50,-                                                 ,"3,370",6.17,92,568,600,78,69,58.70,39.30,1.30,0.70,"1,818","1,258",517,43,"3,759","1,878","1,633",248
"9,600",קריית ים,"1,775",7.60,529.33,236.50,7.68,43.21,208.43,161.25,74.19,60,..                                                ,"9,913",32.15,"1,510","3,976","2,223",197,210,60.30,31.30,3.30,5.10,"5,780","4,280","1,398",102,"11,387","6,333","4,466",588
"1,137",קריית יערים,138,4.54,42.50,15.58,4.56,36.88,214.25,146.88,75.53,65.50,-                                                 ,258,11.24,17,49,111,3,.                                                 ,5.70,34.70,57.70,2,704,237,242,225,"2,551",371,826,"1,354"
"8,200",קריית מוצקין,"2,079",7.45,615.17,252.50,7.50,42.09,222.59,157.19,72.62,59,..                                                ,"10,748",19.48,920,"3,432","2,013",199,227,54.90,39.30,2.90,2.80,"5,247","3,816","1,372",59,"10,384","5,701","4,367",316
"1,034",קריית מלאכי,"1,418",10.19,409.08,178.75,10.21,38.27,195.25,146.82,70.28,57,..                                                ,"2,894",24.02,996,"1,164","1,311",107,138,63.60,11.50,3.90,21,"4,079","2,251","1,434",394,"10,486","3,398","4,784","2,304"
78,קריית ענבים,325,6.27,95.58,39.92,6.49,37.27,236.64,146.13,69.61,55,-                                                 ,243,5.76,39,28,177,15,10,31.70,25.80,20.40,22.10,"1,126",445,378,303,"3,748",678,"1,304","1,766"
469,קריית עקרון,477,7.39,131.33,56.92,7.30,39.90,224.24,143.95,66.41,54,-                                                 ,"1,623",13.31,200,553,481,53,67,71.60,9.60,16.90,2,"1,408",814,509,85,"3,364","1,209","1,683",472
"2,800",קריית שמונה,"2,779",18.72,726.50,314.17,19.92,40.57,191.81,142.56,68.21,61,..                                                ,"3,582",22.84,760,"1,139","1,620",114,107,71.90,16.20,0.60,11.30,"3,515","2,315","1,072",128,"7,680","3,482","3,506",692
"3,640",קרני שומרון,326,6.27,98.25,44.50,6.32,40.10,243.31,156.16,73.77,62,-                                                 ,932,13.63,60,131,261,23,20,35.20,28.50,4,32.30,"1,172",560,423,189,"3,368",859,"1,442","1,067"
543,ראמה,430,8.15,114.58,56.17,8.16,36.94,190.66,131.33,65.57,54,-                                                 ,"1,026",24.46,158,597,387,30,30,60.80,14.30,19.20,5.70,"1,144",825,299,20,"2,315","1,260",944,111
"2,640",ראש העין,"3,558",8.20,"1,014.92",419.25,8.21,40.76,257.14,151.14,69.13,54,-                                                 ,"6,666",7.67,469,"1,395","1,853",159,150,54.50,33.50,7.40,4.70,"5,115","3,213","1,601",301,"11,706","4,752","5,258","1,696"
26,ראש פינה,"1,626",6.08,453.00,199.75,6.08,39.72,240.40,144.24,68.21,54,..                                                ,"6,817",2.99,294,"1,254","1,002",134,100,64.10,17.70,14.80,3.40,"5,624","3,288","2,057",279,"13,421","5,033","6,822","1,566"
"8,300",ראשון לציון,"11,944",8.19,"3,294.25","1,359.50",8.21,41.08,245.69,150.54,67.36,53,..                                                ,"46,813",14.59,"1,993","13,025","7,847","1,030","1,023",40.40,45.90,8.80,4.90,"30,922","21,680","8,608",634,"63,564","32,444","27,523","3,597"
"1,161",רהט,"2,436",6.62,653.92,364.42,6.76,34.72,185.30,133.61,67.54,52,..                                                ,"1,882",50.27,"4,220","1,040","2,592",251,91,78.70,1.70,7.70,12,"11,218","4,800","4,072","2,346","34,944","7,303","14,033","13,608"
"8,400",רחובות,"5,467",6.94,"1,563",651.83,6.95,40.67,248.57,150.61,70.16,57,..                                                ,"22,789",13.63,"1,831","6,117","4,605",492,481,49.70,24.20,23,3.10,"17,620","10,662","5,717","1,241","42,397","16,372","18,681","7,344"
542,ריינה,661,6.27,185.25,114.25,6.37,40.12,192.18,145.39,72.13,66,-                                                 ,"1,167",31.11,468,557,787,60,72,64.40,13.60,19,3,"2,421","1,565",778,78,"5,290","2,323","2,550",417
922,רכסים,358,5.80,100,37.25,5.87,35.83,180.87,145.24,68.26,52,-                                                 ,645,9.92,388,133,362,29,9,45.30,32.70,18.60,3.50,"1,997",826,584,587,"6,958","1,230","2,005","3,723"
"8,500",רמלה,"3,568",7.70,945.58,416.58,7.84,40.32,213.44,150.02,64.55,52,-                                                 ,"10,360",23.83,"1,860","4,508","3,507",338,362,62.80,24,9,4.20,"11,763","7,117","4,003",643,"27,489","10,701","13,208","3,580"
"8,600",רמת גן,"7,783",7.94,"2,191.42",923.17,7.98,40.18,276.76,145.55,68.11,56,..                                                ,"27,355",8.78,986,"6,985","4,728",607,490,38.80,50,5.90,5.40,"18,861","13,381","5,063",417,"38,749","20,359","16,076","2,314"
"2,650",רמת השרון,"1,565",6.52,470.08,191.92,6.51,43.18,301.79,157.21,74.37,64,..                                                ,"9,025",4.31,121,"1,377","1,012",153,117,31.80,62.40,3.50,2.40,"5,781","4,000","1,635",146,"12,169","6,155","5,159",855
122,רמת ישי,303,6.83,91.67,40.17,6.86,42.65,258.96,156.78,74.19,59,-                                                 ,"1,239",2.91,34,157,174,23,41,60.30,37.70,0.60,1.40,852,569,269,14,"1,797",856,859,82
"8,700",רעננה,"2,750",6.53,837.67,364.92,6.56,41.96,288.68,154.02,74.30,61,-                                                 ,"14,412",5.32,251,"2,030","1,971",310,229,35.20,56.30,6.50,2,"10,469","7,024","3,124",321,"22,513","10,638","10,100","1,775"
