סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
267,כפר שמריהו,91,8.90,37,17,3.60,40,220,118,112,104,-                                                 ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,205,163,40,..                                                ,391,251,126,14
47,כפר תבור,416,17,161,68,6.58,39,193,118,107,104,-                                                 ,546,2.38,25,40,89,20,13,78.80,13.60,6.60,1.10,334,198,127,9,761,305,407,49
"1,139",כרמיאל,"4,267",16.40,"1,687",695,6.46,42,176,129,109,105,11,"9,280",31.53,"1,482","2,613","1,697",195,201,52.80,34.40,7,5.70,"6,344","4,632","1,513",199,"12,888","6,830","4,859","1,199"
"1,271",להבים,441,11.20,174,69,4.48,37,190,107,113,121,-                                                 ,"1,038",1.25,28,125,103,19,37,69.40,25.60,1.90,3.10,637,438,191,8,"1,299",648,607,44
"7,000",לוד,"7,604",17.70,"3,096","1,480",7.28,41,184,132,114,120,..                                                ,"9,926",29.48,"3,683","3,968","3,037",349,339,60.60,20.80,8.40,10.30,"11,364","6,778","3,520","1,066","27,937","10,056","11,797","6,084"
52,לוזית,"1,147",17.20,447,179,6.83,39,181,123,109,111,..                                                ,"1,125",3.64,197,151,282,44,45,66.80,18.40,6.80,8.10,"1,364",871,462,31,"2,977","1,317","1,489",171
"1,060",לקיה,833,12.50,370,244,5.68,35,156,121,129,148,-                                                 ,439,58.09,"2,627",168,354,41,11,64.30,8.10,15.30,12.20,"1,593",421,580,592,"6,340",642,"2,059","3,639"
"1,015",מבשרת ציון,"2,320",16.60,924,433,6.64,39,184,119,113,112,..                                                ,"3,934",3.97,293,563,579,99,98,45.10,20.90,31.70,2.30,"3,495","2,131","1,190",174,"8,094","3,213","3,903",978
481,מגאר,"2,448",16.90,"1,049",593,7.32,37,154,117,123,129,..                                                ,"1,404",26.57,"1,619",559,"1,333",122,66,59.80,7,13.50,19.70,"3,477","2,377","1,048",52,"7,245","3,583","3,387",275
516,מג'ד אל-כרום,"1,631",17.80,681,380,7.51,37,151,122,120,120,..                                                ,833,34.21,643,599,722,86,93,84,0.50,10.90,4.60,"3,763","2,605","1,080",78,"7,871","3,899","3,557",415
65,מגדל,956,20.30,400,229,8.63,36,157,115,120,125,-                                                 ,382,34.82,362,177,316,29,20,80.10,0.90,18.20,0.80,"1,260",741,459,60,"2,977","1,124","1,538",315
874,מגדל העמק,"2,820",19.70,"1,110",448,7.76,41,162,128,109,103,..                                                ,"4,343",30.37,"1,132","1,408","1,560",121,109,68,24.60,0.50,6.90,"3,846","2,575","1,046",225,"8,531","3,801","3,401","1,329"
"4,201",מג'דל שמס,"1,206",17.20,501,269,7.21,38,138,121,119,120,-                                                 ,827,45.47,380,317,433,55,22,39.90,18.80,8.90,32.40,"1,603","1,210",384,9,"3,094","1,841","1,205",48
"3,797",מודיעין עילית,"3,876",14.40,"1,397",490,5.31,34,144,125,100,103,..                                                ,812,13.18,617,218,"1,169",97,14,31.20,19,32.60,17.20,"9,007","1,479","1,969","5,559","46,532","2,203","7,055","37,274"
"1,200",מודיעין-מכבים-רעות*,"7,134",13.20,"2,804","1,158",5.26,40,205,123,110,104,..                                                ,"8,246",6.10,317,"1,323","1,336",172,182,35.90,46.30,14.60,3.20,"11,227","6,717","4,162",348,"25,662","10,176","13,599","1,887"
28,מזכרת בתיה,565,13.40,215,91,5.10,40,207,127,105,103,-                                                 ,993,0.50,38,180,135,38,27,63.80,24.10,11.20,0.90,986,557,409,20,"2,289",869,"1,314",106
517,מזרעה,502,19.60,194,99,7.60,36,158,114,111,120,-                                                 ,305,24.59,209,100,146,28,20,94.10,0.80,1.40,3.70,582,433,143,6,"1,126",646,450,30
43,מטולה,238,21.40,88,42,7.98,35,162,102,102,105,..                                                ,..                                                ,..                                                ,17,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,164,103,59,..                                                ,359,155,193,11
"1,268",מיתר,690,12.10,260,111,4.65,37,192,111,104,100,-                                                 ,995,2.41,32,114,142,37,44,64.40,31,2.20,2.40,918,627,277,14,"1,914",930,907,77
48,מנחמיה,491,10.90,176,63,3.99,37,185,115,99,97,-                                                 ,497,3.42,36,60,119,8,6,84.60,13.90,1.10,0.30,"1,004",619,313,72,"2,376",929,"1,047",400
"4,203",מסעדה,352,15.70,150,79,6.78,39,140,126,124,129,-                                                 ,263,46.01,178,120,146,21,11,60.20,10.50,3.50,25.70,625,427,190,8,"1,322",665,617,40
518,מעיליא,252,13.20,109,49,5.74,39,177,123,123,128,-                                                 ,431,8.82,63,171,67,16,21,73.60,2.20,17.50,6.70,379,295,82,..                                                ,709,438,260,11
"3,616",מעלה אדומים,"3,875",18.20,"1,444",651,6.78,39,177,120,103,98,..                                                ,"3,924",17.38,495,950,940,115,137,43.40,22.20,29,5.40,"5,463","3,174","1,930",359,"13,148","4,739","6,414","1,995"
"3,608",מעלה אפרים,190,29,79,27,12.32,41,181,131,117,120,-                                                 ,..                                                ,..                                                ,47,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,..                                                ,230,148,53,29,583,226,175,182
"1,327",מעלה עירון,"1,498",16.60,690,439,7.75,38,153,123,133,142,-                                                 ,"1,658",10.55,811,554,458,49,65,70.70,2.20,26.70,0.40,"2,323","1,431",813,79,"5,267","2,168","2,683",416
"1,063",מעלות-תרשיחא,"2,396",18.30,969,439,7.44,40,169,128,113,114,..                                                ,"3,441",37.93,862,863,749,82,70,60.50,11.70,19.70,8,"2,989","2,086",760,143,"6,426","3,083","2,508",835
99,מצפה רמון,643,21.90,235,100,8.07,39,161,120,101,96,..                                                ,525,37.33,284,151,255,24,11,62.90,35.20,1.30,0.60,"1,033",615,287,131,"2,671",921,966,784
66,מרחביה (קיבוץ),680,14.30,271,148,5.76,37,158,120,112,120,..                                                ,539,32.47,377,273,355,36,31,84.90,1.40,13,0.70,"1,170",709,417,44,"2,704","1,095","1,381",228
520,משהד,839,17.30,362,244,7.55,36,155,117,124,124,-                                                 ,644,19.25,407,168,336,40,28,83.80,0.90,10.10,5.10,"1,303",655,558,90,"3,396",995,"1,919",482
"9,100",נהרייה,"6,363",18.20,"2,503","1,037",7.24,40,175,127,110,103,..                                                ,"11,060",22.19,"2,917","2,469","2,063",243,349,54.10,27.70,8.40,9.80,"7,935","5,592","2,147",196,"16,360","8,366","6,884","1,110"
55,נוגה,821,18.30,304,124,6.80,38,177,118,102,98,-                                                 ,893,1.79,60,129,217,30,30,77.10,16.50,1.80,4.70,848,580,248,20,"1,803",889,803,111
15,נועם,"2,773",14.40,"1,122",444,5.91,40,201,124,114,118,..                                                ,"3,905",2.84,221,548,611,85,82,62.50,29.90,5.30,2.30,"3,196","2,062","1,065",69,"6,912","3,125","3,402",385
"1,061",נוף הגליל,"4,980",20.40,"2,062",908,8.48,41,170,130,115,120,..                                                ,"8,296",40.14,"2,795","2,801","2,013",251,37,59.60,27.50,7,6,"5,428","4,224","1,091",113,"10,341","6,216","3,441",684
522,נחף,"1,175",15.60,495,305,6.67,36,148,120,121,121,-                                                 ,602,32.72,658,315,619,74,36,53.70,5.20,32,9,"2,034","1,140",770,124,"4,995","1,737","2,588",670
69,ניר עוז,744,9.60,303,218,4.00,34,163,113,116,121,-                                                 ,283,54.06,"2,957",97,148,10,1,79.50,1,5.70,13.80,253,37,114,102,"1,098",60,410,628
"7,200",נס ציונה,"4,027",14.70,"1,584",659,5.75,41,202,127,110,106,..                                                ,"6,198",7.83,425,"1,166",917,156,167,44,41.20,13.20,1.60,"5,571","3,514","1,962",95,"12,144","5,402","6,227",515
"7,300",נצרת,"9,369",20.20,"4,283","2,550",9.27,38,155,122,133,145,..                                                ,"6,724",30.52,"4,695","2,630","3,194",365,428,63.50,14.70,13.20,8.60,"11,401","7,519","3,598",284,"24,652","11,453","11,708","1,491"
"2,500",נשר,"2,315",16.10,889,383,6.15,41,173,124,107,103,..                                                ,"4,149",25.19,584,853,812,92,114,47.90,41.70,4,6.40,"3,044","2,290",737,17,"5,853","3,445","2,316",92
246,נתיבות,"4,172",19.70,"1,574",616,7.64,37,163,120,104,103,..                                                ,"2,731",29.62,"1,646",966,"1,449",113,109,55,32.50,11.50,1,"5,076","2,458","1,670",948,"15,157","3,634","5,699","5,824"
"7,400",נתניה,"23,335",19.20,"9,432","4,070",7.76,40,178,128,114,115,21,"37,461",20.62,"5,089","9,603","7,592",911,775,43.40,31.20,10.10,15.20,"28,980","18,472","8,992","1,516","66,036","27,862","29,429","8,745"
525,סאג'ור,433,15.70,163,61,5.97,36,153,115,106,107,..                                                ,266,9.40,111,115,192,14,10,31,9,39.60,20.30,669,488,175,6,"1,322",727,562,33
587,סביון*,274,12.40,117,43,5.33,39,234,124,123,124,-                                                 ,699,0.72,13,66,50,21,9,24.10,64.60,8.10,3.20,351,242,101,8,740,361,336,43
"7,500",סח'נין,"4,076",21.40,"1,857","1,061",9.85,37,146,120,133,153,..                                                ,"1,743",38.50,"2,296",995,"1,187",123,128,73.90,0.60,18.30,7.20,"4,951","3,122","1,710",119,"11,053","4,832","5,599",622
"4,501",ע'ג'ר,416,26.50,171,60,11.08,36,148,115,118,121,-                                                 ,91,62.64,96,28,58,13,1,99.40,0.30,0.10,0.10,417,247,159,11,970,388,527,55
666,עומר,589,15.10,229,105,5.87,37,196,113,110,103,-                                                 ,"1,528",2.03,45,184,197,46,61,64.70,27.80,3.50,4,"1,052",611,346,95,"2,673",937,"1,110",626
32,עוצם,357,12.70,139,54,4.93,40,206,123,109,108,-                                                 ,644,1.40,13,102,62,22,13,55.40,31.20,10.30,3.10,570,380,188,..                                                ,"1,197",580,606,11
530,עיילבון,647,18.30,275,142,7.83,38,158,120,122,129,-                                                 ,544,21.69,208,223,267,23,27,70.60,4.50,7.80,17.10,741,505,216,20,"1,570",781,686,103
511,עילוט,810,16.80,373,266,7.85,37,159,121,134,129,-                                                 ,344,33.43,504,163,334,49,58,87.20,2,10.10,0.70,"1,280",728,491,61,"3,081","1,114","1,645",322
74,עין הוד,231,21.20,84,35,7.86,39,204,127,99,91,-                                                 ,65,3.08,..                                                ,..                                                ,26,4,4,71.30,14.60,12.30,1.70,167,95,67,..                                                ,397,146,226,25
532,עין מאהל,"1,488",18.40,666,469,8.35,38,146,123,129,129,..                                                ,688,41.57,568,323,553,54,41,68.20,0.60,30.90,0.30,"2,047","1,283",726,38,"4,548","1,957","2,397",194
"4,502",עין קנייא,248,19.10,104,58,8.12,37,144,124,119,125,-                                                 ,147,53.74,95,59,90,7,7,31.40,4.80,60.50,3.30,363,264,95,..                                                ,733,417,296,20
"7,600",עכו,"5,899",20.40,"2,305","1,013",7.99,40,164,126,108,103,..                                                ,"7,459",31.76,"4,249","1,903","2,409",242,239,61,10.10,10,18.90,"7,993","5,586","2,216",191,"16,495","8,287","7,174","1,034"
"3,660",עמנואל,426,22.60,154,68,8.37,36,149,118,99,89,..                                                ,186,12.90,132,26,144,4,6,49.20,7,4.60,39.20,842,375,284,183,"2,690",558,974,"1,158"
534,עספיא,"1,222",15.40,511,229,6.48,40,161,128,119,120,..                                                ,"1,186",17.88,336,376,435,37,40,37.10,4.40,32.30,26.20,890,548,326,16,"2,022",904,"1,036",82
"7,700",עפולה,"6,182",18.90,"2,353",934,7.28,39,168,124,105,103,..                                                ,"8,854",27.05,"2,306","2,423","2,834",270,227,79.30,12.70,5.80,2.20,"6,106","4,052","1,805",249,"13,380","6,059","5,886","1,435"
531,עראבה,"2,312",15.70,"1,030",654,7.08,37,150,122,129,136,-                                                 ,"1,417",31.05,"1,786",745,938,112,75,48.60,4.90,27.10,19.40,"4,030","2,375","1,500",155,"9,449","3,667","4,976",806
"2,560",ערד,"3,344",24.10,"1,263",522,9.10,41,174,130,105,96,..                                                ,"4,194",38.91,"1,050","1,191","1,424",116,139,33.10,57.30,0.60,9,"4,581","2,568","1,179",834,"12,824","3,739","3,977","5,108"
637,ערערה,"1,754",12.10,789,443,5.50,38,159,124,130,139,-                                                 ,"1,356",18.58,803,819,665,95,62,67.10,4.80,25.30,2.70,"2,912","1,757","1,065",90,"6,679","2,668","3,526",485
"1,192",ערערה-בנגב,835,10.10,355,261,4.41,33,175,109,123,138,-                                                 ,385,58.70,"3,682",132,472,51,12,76.80,4,14.20,5,"2,495",859,851,785,"9,085","1,307","2,960","4,818"
53,עתלית,341,12.30,121,52,4.47,37,189,113,97,92,-                                                 ,359,3.34,25,33,75,6,5,80.60,16.50,1.30,1.60,523,364,150,9,"1,087",566,473,48
537,פוריידיס,"1,260",15.90,503,285,6.43,38,156,125,113,120,-                                                 ,726,21.90,277,371,445,45,43,81.70,10.10,7.90,0.30,"2,026","1,254",709,63,"4,601","1,927","2,328",346
535,פסוטה,315,15.30,128,57,6.31,38,167,120,116,120,-                                                 ,359,18.94,52,119,83,13,16,59.10,12.20,19.50,9.10,413,297,110,6,821,442,349,30
536,פקיעין (בוקייעה),442,11.70,187,102,4.97,38,159,121,121,128,-                                                 ,535,14.77,120,168,184,24,20,65.50,6.30,2.10,26.10,882,689,188,..                                                ,"1,659","1,037",597,25
"7,800",פרדס חנה-כרכור,"3,956",16.10,"1,577",665,6.45,41,191,129,112,110,..                                                ,"5,276",12.76,631,"1,191","1,197",167,129,55.30,25.60,17,2.10,"4,643","2,920","1,593",130,"10,319","4,469","5,118",732
171,פרדסייה,763,18.10,304,135,7.39,39,204,120,112,120,-                                                 ,860,2.09,29,76,131,32,24,52,31.30,5.30,11.50,552,361,183,8,"1,155",530,578,47
"7,900",פתח תקווה,"22,912",16.80,"9,124","3,834",6.71,41,193,132,112,109,16,"40,235",15.05,"2,871","9,175","7,171",945,910,54.20,33.90,7.90,4,"31,656","20,288","9,988","1,380","71,038","30,690","32,519","7,829"
"8,000",צפת,"3,144",17.70,"1,220",540,6.97,37,148,119,108,104,..                                                ,"3,550",24.76,"2,623",972,"2,019",118,110,46.10,20.90,14.30,18.70,"5,845","2,960","1,768","1,117","17,382","4,381","5,985","7,016"
"3,557",קדומים,262,12.80,103,46,5.01,38,187,120,110,111,-                                                 ,369,10.03,34,35,59,12,7,50.70,17.20,3.60,28.60,702,259,258,185,"2,368",400,897,"1,071"
195,קדימה-צורן,"1,295",9.70,534,220,4.03,40,192,123,117,123,..                                                ,"1,824",7.73,184,302,496,59,68,50.70,38.10,7.60,3.60,"1,966","1,346",563,57,"4,068","1,948","1,795",325
638,קלנסווה,"1,800",13.80,730,417,5.68,36,158,122,115,120,-                                                 ,"1,167",20.91,691,555,890,86,72,78.50,16.70,1.10,3.80,"3,500","1,987","1,307",206,"8,598","3,079","4,399","1,120"
"4,100",קצרין,881,20.40,350,158,8.15,41,171,128,110,106,..                                                ,"1,242",32.05,198,299,337,25,29,48.20,27,1.10,23.70,992,689,237,66,"2,170","1,014",785,371
"2,620",קריית אונו,"3,045",13.40,"1,215",492,5.41,41,211,131,112,109,..                                                ,"6,104",7.55,267,"1,190",758,133,90,40.50,48.60,4.90,6.10,"4,766","3,111","1,599",56,"10,273","4,908","5,047",318
"3,611",קריית ארבע,701,19.60,247,121,7.01,39,165,125,95,83,..                                                ,693,32.90,173,176,228,21,14,14.10,5,77.60,3.30,"1,293",589,411,293,"4,015",870,"1,415","1,730"
"6,800",קריית אתא,"5,951",17.30,"2,337",957,6.80,40,171,126,110,105,..                                                ,"10,226",22.29,"1,802","2,823","2,566",297,321,58.10,30.80,6.30,4.90,"7,042","4,798","2,034",210,"14,971","7,185","6,570","1,216"
"9,500",קריית ביאליק,"4,148",17,"1,557",659,6.49,41,176,126,103,100,..                                                ,"8,710",17.88,"1,183","2,306","1,708",217,261,62.90,30.70,3.20,3.20,"5,051","3,637","1,359",55,"10,053","5,479","4,268",306
"2,630",קריית גת,"6,423",19.70,"2,572","1,030",7.99,39,172,128,112,115,..                                                ,"7,857",31.11,"2,707","2,704","2,374",264,278,49.50,25.70,10.80,14,"7,750","4,787","2,292",671,"18,807","7,192","7,549","4,066"
"2,300",קריית טבעון,"1,276",12.70,518,222,5.14,41,183,124,114,120,..                                                ,"3,243",5.37,140,496,495,82,72,59.30,38.70,1.30,0.70,"1,824","1,252",533,39,"3,806","1,895","1,686",225
"9,600",קריית ים,"4,004",17.60,"1,589",709,6.98,42,172,130,110,105,..                                                ,"9,366",30.41,"1,660","3,235","1,981",213,221,62.80,28.80,3.10,5.20,"5,524","4,132","1,304",88,"10,776","6,100","4,168",508
"1,137",קריית יערים,430,16,168,71,6.35,35,161,120,111,119,-                                                 ,216,11.11,30,32,115,3,..                                                ,5.60,33.80,58.20,2.30,669,235,240,194,"2,357",362,828,"1,167"
"8,200",קריית מוצקין,"4,403",16.90,"1,681",691,6.50,41,176,126,106,103,..                                                ,"10,159",18.23,"1,122","2,684","1,645",218,241,56.70,37.50,2.90,2.90,"5,154","3,779","1,325",50,"10,110","5,644","4,202",264
"1,034",קריית מלאכי,"2,879",21,"1,141",521,8.41,38,168,124,111,112,..                                                ,"2,651",25.76,"1,351",935,"1,190",105,138,63.10,11.30,3.50,22.20,"3,895","2,220","1,293",382,"9,886","3,358","4,305","2,223"
78,קריית ענבים,687,15.10,251,119,5.69,37,186,125,100,100,..                                                ,190,6.32,47,20,145,15,11,31.80,24.20,20.70,23.30,"1,074",399,371,304,"3,675",600,"1,276","1,799"
469,קריית עקרון,"1,234",19.20,468,194,7.21,40,180,126,105,103,..                                                ,"1,532",13.64,309,491,431,52,71,71.90,9.40,16.60,2.10,"1,421",835,518,68,"3,353","1,255","1,717",381
"2,800",קריית שמונה,"2,905",21.40,"1,165",521,8.58,40,168,126,111,107,..                                                ,"3,406",22.81,837,970,"1,386",121,115,72.50,15.60,0.50,11.30,"3,430","2,320",990,120,"7,349","3,482","3,218",649
"3,640",קרני שומרון,781,15.60,299,134,6.03,39,191,126,105,103,-                                                 ,834,14.03,93,101,196,28,21,35.30,27.70,4.10,32.80,"1,108",537,384,187,"3,179",808,"1,311","1,060"
543,ראמה,826,17.30,322,163,6.78,37,157,117,110,104,-                                                 ,971,22.25,276,477,343,33,30,61.10,14.40,18.40,6.20,"1,143",816,299,28,"2,365","1,261",950,154
"2,640",ראש העין,"6,876",16.50,"2,660","1,080",6.53,39,199,126,108,104,..                                                ,"5,838",7.67,680,"1,166","1,442",174,157,54.40,33.10,7.50,4.90,"5,190","3,238","1,669",283,"11,909","4,829","5,474","1,606"
26,ראש פינה,"4,703",13.90,"1,833",820,5.46,39,190,123,110,106,..                                                ,"6,959",3.32,532,"1,110","1,005",151,119,59.90,18.80,17.90,3.50,"6,325","3,658","2,368",299,"15,014","5,547","7,808","1,659"
"8,300",ראשון לציון,"27,624",18.40,"10,882","4,533",7.23,41,193,127,111,106,..                                                ,"44,560",14.19,"3,000","10,193","6,996","1,096","1,109",40.90,45,9,5,"30,989","21,855","8,588",546,"63,216","32,751","27,367","3,098"
"1,161",רהט,"3,676",10.80,"1,507",816,4.53,34,160,117,117,129,-                                                 ,"1,721",49.10,"5,485",768,"2,106",261,97,80.70,1.80,5,12.50,"10,460","4,265","3,837","2,358","33,575","6,581","13,231","13,763"
"8,400",רחובות,"12,260",15.60,"4,665","1,927",5.96,40,189,128,106,103,10,"21,925",13.55,"2,327","5,149","3,967",520,514,49.80,23.10,24.10,3.10,"17,568","10,566","5,851","1,151","42,073","16,161","19,110","6,802"
542,ריינה,"1,635",14.50,722,458,6.43,38,155,121,128,129,-                                                 ,"1,015",27.59,728,416,674,64,70,64.50,13.80,17.50,4.20,"2,363","1,475",804,84,"5,298","2,216","2,637",445
922,רכסים,889,15.30,340,137,5.96,36,137,122,107,104,-                                                 ,597,9.88,470,104,338,29,10,42.90,32.10,21.20,3.80,"1,841",740,532,569,"6,478","1,092","1,839","3,547"
"8,500",רמלה,"8,003",18.20,"3,088","1,406",7.03,40,182,130,108,103,..                                                ,"9,790",23.68,"2,291","3,898","3,243",346,393,63.80,23.20,8.90,4.10,"11,417","7,011","3,778",628,"26,594","10,591","12,505","3,498"
"8,600",רמת גן,"16,516",15.80,"6,579","2,812",6.36,41,203,127,112,111,..                                                ,"27,092",8.11,"1,530","6,190","4,082",659,534,39.30,48.90,6.10,5.70,"18,859","13,452","5,040",367,"38,497","20,489","15,975","2,033"
"2,650",רמת השרון,"3,508",14,"1,451",599,5.80,42,219,131,118,125,..                                                ,"8,851",4.07,255,"1,219",870,161,123,32.40,61.50,3.50,2.60,"5,831","3,932","1,770",129,"12,441","6,080","5,593",768
122,רמת ישי,676,14.70,261,96,5.70,40,190,122,107,103,-                                                 ,"1,122",2.05,72,121,186,25,44,61.20,36.90,0.50,1.40,862,575,274,13,"1,830",878,878,74
"8,700",רעננה,"6,028",14.20,"2,413","1,007",5.75,41,204,126,113,112,..                                                ,"13,448",4.85,431,"1,618","1,764",335,250,35.70,55.50,6.60,2.20,"10,487","7,020","3,161",306,"22,569","10,697","10,206","1,666"
913,שבלי - אום אל-גנם,536,15.50,213,97,6.26,39,163,128,112,120,-                                                 ,399,38.10,194,211,219,28,14,90.20,1.80,7.80,0.20,978,568,367,43,"2,341",881,"1,232",228
"1,286",שגב-שלום,474,9.20,193,122,3.85,35,151,115,118,122,..                                                ,288,49.31,"1,657",62,281,31,4,75.20,0.80,23.60,0.40,"1,422",491,519,412,"5,018",729,"1,818","2,471"
36,שדה דוד,"1,456",14.60,572,232,5.80,39,193,123,109,107,..                                                ,"1,843",4.40,179,421,315,59,70,67.40,20.10,6.50,6,"1,915","1,044",767,104,"4,731","1,618","2,544",569
18,שדה משה,"1,972",15.10,816,350,6.21,40,201,126,117,120,..                                                ,"2,740",1.53,127,569,460,69,96,57.20,31.40,5.50,5.90,"2,851","1,836",946,69,"6,205","2,793","3,025",387
27,שדות מיכה,547,14.90,220,93,6.05,40,211,125,114,104,..                                                ,697,1.72,19,110,80,12,24,52,38.40,7.10,2.50,675,451,219,..                                                ,"1,393",676,690,27
"1,031",שדרות,"3,185",17.70,"1,236",545,7.07,39,175,124,107,103,..                                                ,"3,059",32.82,"1,316","1,412","1,053",105,110,56.70,25,1.70,16.60,"3,286","2,012","1,031",243,"7,816","2,985","3,430","1,401"
"1,304",שוהם,"1,983",14.80,801,329,6.06,40,215,119,113,113,..                                                ,"1,643",2.56,84,210,347,51,55,41,51,6.90,1.10,"1,918","1,349",539,30,"3,793","1,894","1,735",164
7,שחר,"1,218",16.70,445,194,6.16,39,186,124,100,100,..                                                ,"2,520",1.94,141,352,358,50,46,91,8.10,0.50,0.40,"1,789","1,096",562,131,"4,253","1,668","1,882",703
812,שלומי,822,19.50,343,140,8.34,41,182,132,116,118,..                                                ,815,24.42,381,196,268,30,23,59.50,21.30,3.30,15.90,944,646,264,34,"2,003",955,852,196
538,שעב,644,14.80,288,171,6.69,37,155,120,130,144,-                                                 ,358,48.60,544,164,348,25,37,55.30,0.40,16.20,28.10,"1,092",693,363,36,"2,428","1,053","1,182",193
"8,800",שפרעם,"4,241",16.30,"1,778",994,6.89,37,156,122,119,123,..                                                ,"3,017",31.69,"1,996","1,146","1,716",170,183,53.30,33.80,10.90,1.90,"5,647","3,808","1,697",142,"11,967","5,716","5,506",745
"5,000",תל אביב -יפו,"40,534",13.40,"15,979","7,013",5.31,39,214,122,111,111,19,"69,336",10.38,"6,790","14,643","14,231","1,474","1,325",39.50,50.90,5.40,4.10,"53,099","37,198","14,805","1,096","110,466","57,123","47,085","6,258"
154,תל מונד,"1,245",15.30,505,215,6.33,39,199,121,115,120,..                                                ,"1,188",4.71,99,182,269,54,47,45.70,48.10,4.60,1.50,"1,493","1,026",438,29,"3,063","1,479","1,416",168
"1,054",תל שבע,"1,023",11.10,417,261,4.63,34,152,114,117,125,-                                                 ,499,52.30,"4,145",170,645,78,13,90.20,0.60,8.60,0.60,"3,383","1,264","1,160",959,"11,705","1,931","4,052","5,722"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
